hotel,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,is_canceled
City Hotel,96,June,25,19,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,2,0
City Hotel,13,May,19,5,1,3,3,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,169.5,0,2,0
City Hotel,99,October,44,30,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,65.0,0,0,1
City Hotel,14,October,42,15,0,2,1,0.0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,99.0,,0,Transient-Party,100.0,0,0,0
Resort Hotel,327,August,31,4,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,174.8,0,1,0
City Hotel,100,May,20,18,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Contract,80.0,0,0,0
Resort Hotel,0,January,4,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,39.0,0,0,0
City Hotel,0,December,50,5,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0,0
Resort Hotel,0,March,13,28,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,100.0,0,0,0
Resort Hotel,1,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient-Party,50.0,0,1,0
City Hotel,4,September,37,11,0,1,0,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,K,0,No Deposit,,,0,Transient,0.0,0,0,0
City Hotel,7,February,7,11,0,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,66.22,0,1,0
Resort Hotel,31,December,53,30,0,2,2,0.0,0,HB,,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,305.0,0,1,0
Resort Hotel,13,April,18,29,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,93.0,1,1,0
City Hotel,350,June,25,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,1
City Hotel,218,June,24,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,1,0
City Hotel,209,May,20,19,2,3,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.6,0,0,1
Resort Hotel,1,July,27,4,0,2,2,0.0,0,BB,SWE,Direct,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,174.0,1,1,0
City Hotel,3,October,42,9,1,0,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,,,0,Transient,195.0,0,2,0
Resort Hotel,10,April,14,3,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,Non Refund,,135.0,0,Transient,45.0,0,0,1
City Hotel,39,August,33,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,0
City Hotel,171,April,15,9,2,0,1,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,1
City Hotel,105,May,20,17,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.0,1,0,0
City Hotel,418,September,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,1
City Hotel,3,March,12,23,0,1,1,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,446.0,0,Transient,88.2,0,0,0
Resort Hotel,4,February,9,27,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,0.0,0,0,0
Resort Hotel,103,March,13,27,1,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495.0,,0,Transient,73.0,0,0,1
City Hotel,5,August,33,15,1,1,2,2.0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,153.0,1,1,0
City Hotel,112,August,35,22,1,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.3,0,0,1
City Hotel,1,February,9,26,0,1,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,127.0,0,0,0
City Hotel,52,March,11,13,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,80.0,0,0,1
City Hotel,38,November,49,28,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,1,0
City Hotel,7,September,37,7,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,111.33,0,0,0
Resort Hotel,94,June,23,5,3,7,2,0.0,0,HB,CN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,153.6,0,1,0
Resort Hotel,21,August,33,14,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,236.0,0,1,0
City Hotel,316,May,22,26,0,3,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0,0
City Hotel,37,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,105.0,0,0,1
City Hotel,17,October,42,11,2,5,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,14.0,,0,Transient,128.71,0,0,1
Resort Hotel,0,February,9,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,2,A,D,0,No Deposit,,,0,Transient,40.0,1,0,0
Resort Hotel,3,May,22,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,195.0,1,2,0
City Hotel,249,October,44,28,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,0,1
Resort Hotel,153,August,31,3,2,5,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,196.0,,0,Transient,282.29,0,0,1
Resort Hotel,112,May,19,8,3,6,2,0.0,0,HB,IRL,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,124.0,0,1,0
City Hotel,6,June,24,7,0,5,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,213.0,0,2,0
Resort Hotel,197,May,20,12,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,63.36,0,0,1
City Hotel,17,March,12,20,1,1,1,0.0,0,BB,FRA,Corporate,Corporate,1,1,11,A,A,0,No Deposit,,91.0,0,Transient,80.0,0,3,0
City Hotel,63,March,11,10,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,63.75,0,1,0
City Hotel,83,June,24,10,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,3,0
City Hotel,166,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,1
Resort Hotel,143,August,36,31,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,130.33,0,3,1
City Hotel,6,August,32,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.0,0,1,0
City Hotel,464,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,Non Refund,1.0,,391,Transient,65.0,0,0,1
City Hotel,46,January,4,22,2,0,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,0,1
City Hotel,103,July,30,29,2,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,0
City Hotel,71,April,14,2,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,0
City Hotel,185,July,28,12,0,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.6,0,1,1
City Hotel,73,April,15,9,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,0
City Hotel,0,March,12,19,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.0,0,1,1
City Hotel,158,July,30,23,2,2,3,2.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,14.0,,0,Transient,294.35,1,0,0
City Hotel,71,October,43,22,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,39.0,,0,Transient-Party,110.5,0,0,1
Resort Hotel,131,April,16,16,2,5,2,0.0,0,HB,CHE,Groups,TA/TO,0,0,0,A,A,0,No Deposit,493.0,,0,Contract,80.0,0,1,0
City Hotel,3,September,37,10,1,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,126.25,0,2,0
Resort Hotel,22,May,19,12,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,90.0,0,1,1
Resort Hotel,11,November,45,6,0,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,44.1,0,1,0
City Hotel,5,August,34,22,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Contract,75.0,0,0,1
Resort Hotel,2,January,1,4,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,3,0
City Hotel,162,January,1,4,0,4,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,3,0
City Hotel,24,July,30,29,2,3,2,0.0,0,BB,KWT,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,83.0,,0,Transient,127.26,0,0,0
City Hotel,219,September,36,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,3.0,,0,Transient-Party,80.0,0,0,1
Resort Hotel,207,September,39,26,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,208.0,,0,Transient,34.0,0,0,1
City Hotel,20,April,15,7,0,2,1,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1,0
City Hotel,36,April,16,22,2,4,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,8.0,,0,Transient,224.0,0,1,0
Resort Hotel,55,April,15,14,1,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,98.33,0,0,1
Resort Hotel,47,January,1,2,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,2,1
City Hotel,79,April,18,28,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,125.38,0,0,0
City Hotel,12,May,22,28,2,1,3,0.0,0,BB,PAN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.0,0,0,0
Resort Hotel,7,September,38,18,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,114.0,0,1,0
Resort Hotel,214,March,12,24,2,5,1,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,273.0,,0,Transient-Party,39.6,0,0,0
Resort Hotel,3,April,17,23,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient-Party,68.85,0,0,0
City Hotel,184,July,27,4,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,0
Resort Hotel,182,July,30,23,2,4,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,250.0,,0,Transient,140.94,0,1,0
City Hotel,15,August,34,17,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,1,0
City Hotel,281,October,40,1,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,174,Transient-Party,96.0,0,0,1
City Hotel,8,August,34,21,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.57,0,0,0
Resort Hotel,159,October,43,16,2,2,1,0.0,0,HB,SWE,Groups,Corporate,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,58.0,0,0,0
City Hotel,153,July,30,21,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,134.3,0,2,0
City Hotel,41,September,36,4,0,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39.0,,38,Transient-Party,110.0,0,0,0
City Hotel,0,September,38,12,1,1,2,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient,160.0,0,0,0
City Hotel,114,February,7,15,0,4,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,242.0,0,Transient-Party,78.0,0,0,0
City Hotel,0,October,41,6,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,0,31,A,B,1,No Deposit,,45.0,0,Transient,0.0,0,4,0
Resort Hotel,288,September,36,2,1,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient-Party,110.7,0,0,0
City Hotel,327,September,37,9,2,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,76.0,0,0,0
City Hotel,69,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,0
City Hotel,36,September,40,25,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.84,0,2,0
Resort Hotel,189,October,43,17,1,0,2,0.0,0,BB,NLD,Online TA,Corporate,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,2,0
City Hotel,40,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,0
Resort Hotel,3,January,1,2,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient,46.0,0,0,0
City Hotel,268,October,42,9,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27.0,,0,Transient-Party,80.75,0,0,0
City Hotel,304,November,45,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,1
Resort Hotel,191,August,32,9,0,4,2,0.0,0,BB,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,162.0,0,0,0
City Hotel,629,March,13,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,1
City Hotel,147,July,30,25,0,1,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0,0
City Hotel,68,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,1
City Hotel,8,January,2,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.0,0,2,1
City Hotel,156,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0,0,1
City Hotel,36,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,0
City Hotel,175,October,44,27,2,3,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,78.88,0,0,0
City Hotel,272,January,1,6,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,9.0,,0,Group,71.1,0,2,0
Resort Hotel,0,January,5,30,1,3,1,0.0,0,BB,GBR,Direct,Direct,1,0,0,A,A,3,No Deposit,,,0,Transient,43.0,0,0,0
City Hotel,16,February,9,26,1,2,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,106.0,0,1,1
City Hotel,171,June,26,30,2,2,2,2.0,0,BB,SWE,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,151.58,0,0,1
City Hotel,228,August,34,25,2,6,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,1
Resort Hotel,0,December,51,14,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,44.0,0,0,1
Resort Hotel,205,September,36,4,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient-Party,74.5,0,1,0
City Hotel,190,July,29,17,1,2,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,99.9,0,0,0
Resort Hotel,66,October,44,28,2,4,2,1.0,0,BB,BEL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,100.27,1,0,0
City Hotel,92,March,11,15,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,85.0,0,0,1
City Hotel,28,May,18,1,4,10,2,2.0,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,266.43,0,0,1
Resort Hotel,17,January,4,28,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,,504.0,0,Transient-Party,36.0,0,0,1
Resort Hotel,36,July,30,24,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,134.0,0,0,0
Resort Hotel,72,February,6,6,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0,1
City Hotel,34,October,41,7,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.0,0,2,0
Resort Hotel,2,December,49,2,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,A,0,No Deposit,,154.0,0,Transient,25.0,0,0,0
Resort Hotel,197,April,18,30,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298.0,,0,Transient-Party,54.5,0,0,0
City Hotel,305,October,40,1,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35.0,,17,Transient,100.0,0,0,1
City Hotel,103,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,0,Transient,115.0,0,0,1
Resort Hotel,65,April,15,10,1,5,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,314.0,,0,Transient,103.68,0,0,1
City Hotel,17,January,5,26,1,5,2,0.0,0,BB,MEX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,89.3,0,1,0
Resort Hotel,247,June,25,16,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,,0,Transient,98.6,0,0,0
Resort Hotel,363,October,42,11,1,5,3,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,101.0,0,0,0
City Hotel,192,July,29,18,0,3,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,,0,Transient,165.6,1,1,0
Resort Hotel,100,July,29,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0,0,1
City Hotel,52,March,11,13,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,80.0,0,0,1
City Hotel,37,June,26,19,2,1,2,2.0,0,BB,ZAF,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,157.45,1,1,0
Resort Hotel,46,July,30,20,2,5,3,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,142.0,,0,Transient,129.45,0,1,0
City Hotel,21,August,32,8,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.0,0,1,0
City Hotel,101,January,1,1,2,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.6,0,2,1
Resort Hotel,2,June,26,27,0,1,2,1.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,140.0,0,1,1
Resort Hotel,109,April,17,25,0,2,1,0.0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,502.0,,0,Transient-Party,75.0,0,0,0
City Hotel,7,November,47,16,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,142.0,0,Transient,79.0,0,0,0
Resort Hotel,3,April,15,10,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,250.0,,0,Transient,99.0,1,1,0
City Hotel,46,March,10,11,2,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,106.2,0,0,1
City Hotel,183,September,37,8,0,3,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,44.0,,0,Transient-Party,100.0,0,0,0
City Hotel,109,August,33,18,2,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,204.0,0,1,1
City Hotel,163,June,24,5,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,100.0,0,0,1
City Hotel,127,May,20,20,2,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,1
City Hotel,15,January,4,23,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,1
City Hotel,66,April,15,9,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,1
City Hotel,67,February,6,11,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.6,0,0,0
Resort Hotel,19,December,51,17,0,1,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,F,4,No Deposit,250.0,,0,Transient-Party,99.0,0,0,0
Resort Hotel,16,June,23,4,1,1,3,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,186.0,1,0,0
City Hotel,147,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,75.0,0,0,1
Resort Hotel,24,February,9,22,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,36.96,0,2,1
Resort Hotel,33,February,7,12,2,2,2,2.0,0,BB,GBR,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,59.0,0,0,0
Resort Hotel,178,August,35,27,2,4,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,209.5,0,0,1
Resort Hotel,0,February,8,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,195.0,0,Transient,35.0,0,0,0
City Hotel,59,March,13,30,0,3,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,89.1,0,0,0
Resort Hotel,11,September,37,9,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241.0,,0,Transient,157.53,0,2,0
City Hotel,142,July,27,1,0,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.7,0,1,0
City Hotel,465,July,27,4,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,1
City Hotel,219,September,40,30,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0,1
Resort Hotel,151,August,35,23,2,5,2,2.0,0,FB,SVN,Direct,Direct,0,0,0,C,C,2,No Deposit,250.0,,0,Transient,239.65,0,2,0
Resort Hotel,158,July,27,8,2,4,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,144.0,0,0,0
City Hotel,34,June,23,7,1,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,132.0,0,2,0
